Nome do produto,Variante de produto,SKU,Preço,Quantidade,Vendas brutas,Descontos,Impostos,Total de itens
Inscribed Emerald Subjugation,Desconhecido,Desconhecido,Desconhecido,3,"R$ 5,15","R$ 0,69","R$ 0,00","R$ 4,46"
Jewels of Anamnessa,Desconhecido,Desconhecido,Desconhecido,5,"R$ 4,44","R$ 0,00","R$ 0,00","R$ 4,44"
Havoc of the Hydra's Scorn,Desconhecido,Desconhecido,Desconhecido,2,"R$ 4,43","R$ 0,00","R$ 0,00","R$ 4,43"
Autographed Fireborn Odachi,Desconhecido,Desconhecido,Desconhecido,1,"R$ 4,43","R$ 0,00","R$ 0,00","R$ 4,43"
Tremor,Desconhecido,Desconhecido,Desconhecido,2,"R$ 4,49","R$ 0,08","R$ 0,00","R$ 4,41"
Taunt: More Than Mental Mass,Desconhecido,Desconhecido,Desconhecido,5,"R$ 4,47","R$ 0,08","R$ 0,00","R$ 4,39"
Taunt: All Sparkles n' Rainbows,Desconhecido,Desconhecido,Desconhecido,6,"R$ 5,52","R$ 1,14","R$ 0,00","R$ 4,38"
Raven Harvest,Desconhecido,Desconhecido,Desconhecido,3,"R$ 4,47","R$ 0,09","R$ 0,00","R$ 4,38"
Pachyderm Powderwagon Squee,Desconhecido,Desconhecido,Desconhecido,2,"R$ 4,61","R$ 0,32","R$ 0,00","R$ 4,29"
Inscribed Vigil Odyssey,Desconhecido,Desconhecido,Desconhecido,2,"R$ 4,44","R$ 0,16","R$ 0,00","R$ 4,28"
Aquemerald Blade,Desconhecido,Desconhecido,Desconhecido,1,"R$ 4,50","R$ 0,23","R$ 0,00","R$ 4,27"
Symbol of the King Restored,Desconhecido,Desconhecido,Desconhecido,1,"R$ 4,23","R$ 0,00","R$ 0,00","R$ 4,23"
Genuine Pin: The International 2019 Attendee,Desconhecido,Desconhecido,Desconhecido,1,"R$ 5,12","R$ 0,90","R$ 0,00","R$ 4,22"
Taunt: See Me Now,Desconhecido,Desconhecido,Desconhecido,4,"R$ 4,25","R$ 0,05","R$ 0,00","R$ 4,20"
Inscribed Emerald Conquest,Desconhecido,Desconhecido,Desconhecido,4,"R$ 5,50","R$ 1,31","R$ 0,00","R$ 4,19"
Exalted Bladeform Legacy - Mask,Desconhecido,Desconhecido,Desconhecido,2,"R$ 4,27","R$ 0,08","R$ 0,00","R$ 4,19"
Taunt: Chicken!,Desconhecido,Desconhecido,Desconhecido,6,"R$ 6,18","R$ 2,00","R$ 0,00","R$ 4,18"
Spooly,Desconhecido,Desconhecido,Desconhecido,5,"R$ 4,83","R$ 0,65","R$ 0,00","R$ 4,18"
Inscribed Wyrmwrought Flare,Desconhecido,Desconhecido,Desconhecido,1,"R$ 4,21","R$ 0,08","R$ 0,00","R$ 4,13"
Small Frostmoot,Desconhecido,Desconhecido,Desconhecido,3,"R$ 4,28","R$ 0,16","R$ 0,00","R$ 4,12"
Wraith of the Red Sands,Desconhecido,Desconhecido,Desconhecido,2,"R$ 4,18","R$ 0,08","R$ 0,00","R$ 4,10"
Fluttering Breeze - Bow,Desconhecido,Desconhecido,Desconhecido,2,"R$ 4,14","R$ 0,04","R$ 0,00","R$ 4,10"
SLTV Star Series X HUD,Desconhecido,Desconhecido,Desconhecido,2,"R$ 4,08","R$ 0,00","R$ 0,00","R$ 4,08"
Taunt: Mag Power!,Desconhecido,Desconhecido,Desconhecido,3,"R$ 4,07","R$ 0,00","R$ 0,00","R$ 4,07"
Grimsneer,Desconhecido,Desconhecido,Desconhecido,1,"R$ 4,05","R$ 0,00","R$ 0,00","R$ 4,05"
Inscribed Blackened Edge of the Bladekeeper,Desconhecido,Desconhecido,Desconhecido,1,"R$ 4,04","R$ 0,00","R$ 0,00","R$ 4,04"
Autographed Tines of Tybara,Desconhecido,Desconhecido,Desconhecido,1,"R$ 12,74","R$ 8,70","R$ 0,00","R$ 4,04"
Oni Magi - Belt,Desconhecido,Desconhecido,Desconhecido,3,"R$ 3,99","R$ 0,00","R$ 0,00","R$ 3,99"
Mask of Mortis,Desconhecido,Desconhecido,Desconhecido,18,"R$ 4,70","R$ 0,74","R$ 0,00","R$ 3,96"
Pachyderm Powderwagon Remote Mine,Desconhecido,Desconhecido,Desconhecido,1,"R$ 3,96","R$ 0,00","R$ 0,00","R$ 3,96"
Tormented Crown,Desconhecido,Desconhecido,Desconhecido,14,"R$ 4,40","R$ 0,45","R$ 0,00","R$ 3,95"
Sagas of the Cymurrin Sage,Desconhecido,Desconhecido,Desconhecido,10,"R$ 5,70","R$ 1,76","R$ 0,00","R$ 3,94"
Orb of Reminiscence,Desconhecido,Desconhecido,Desconhecido,1,"R$ 3,93","R$ 0,00","R$ 0,00","R$ 3,93"
Aktok's Armor,Desconhecido,Desconhecido,Desconhecido,6,"R$ 4,37","R$ 0,45","R$ 0,00","R$ 3,92"
Radiant Conqueror Arms,Desconhecido,Desconhecido,Desconhecido,1,"R$ 5,73","R$ 1,87","R$ 0,00","R$ 3,86"
Rectifier,Desconhecido,Desconhecido,Desconhecido,8,"R$ 4,44","R$ 0,61","R$ 0,00","R$ 3,83"
Aghanim's Basher,Desconhecido,Desconhecido,Desconhecido,1,"R$ 4,97","R$ 1,15","R$ 0,00","R$ 3,82"
Autographed Offhand Basher of Mage Skulls,Desconhecido,Desconhecido,Desconhecido,1,"R$ 4,42","R$ 0,60","R$ 0,00","R$ 3,82"
Autographed Staff of Gun-Yu,Desconhecido,Desconhecido,Desconhecido,2,"R$ 3,83","R$ 0,03","R$ 0,00","R$ 3,80"
Taunt: Cold Hearted!,Desconhecido,Desconhecido,Desconhecido,9,"R$ 3,94","R$ 0,15","R$ 0,00","R$ 3,79"
Tome of Infinite Terror,Desconhecido,Desconhecido,Desconhecido,5,"R$ 3,76","R$ 0,01","R$ 0,00","R$ 3,75"
Dreadmist Dragoon - Head,Desconhecido,Desconhecido,Desconhecido,1,"R$ 3,74","R$ 0,00","R$ 0,00","R$ 3,74"
Aktok's Emissaries,Desconhecido,Desconhecido,Desconhecido,5,"R$ 4,25","R$ 0,53","R$ 0,00","R$ 3,72"
Silver Squall - Weapon,Desconhecido,Desconhecido,Desconhecido,1,"R$ 3,69","R$ 0,00","R$ 0,00","R$ 3,69"
Inscribed Virga's Arc,Desconhecido,Desconhecido,Desconhecido,1,"R$ 3,68","R$ 0,00","R$ 0,00","R$ 3,68"
Latticean Hierarchy,Desconhecido,Desconhecido,Desconhecido,13,"R$ 4,11","R$ 0,44","R$ 0,00","R$ 3,67"
Bloodbird's Lament,Desconhecido,Desconhecido,Desconhecido,2,"R$ 3,61","R$ 0,00","R$ 0,00","R$ 3,61"
Taunt: Exterminated,Desconhecido,Desconhecido,Desconhecido,6,"R$ 5,57","R$ 1,96","R$ 0,00","R$ 3,61"
Taunt: Ghostriding,Desconhecido,Desconhecido,Desconhecido,1,"R$ 3,60","R$ 0,00","R$ 0,00","R$ 3,60"
Silver Squall - Head,Desconhecido,Desconhecido,Desconhecido,1,"R$ 3,60","R$ 0,00","R$ 0,00","R$ 3,60"
Inscribed Fortune's Tout,Desconhecido,Desconhecido,Desconhecido,3,"R$ 3,58","R$ 0,02","R$ 0,00","R$ 3,56"
Gloombob,Desconhecido,Desconhecido,Desconhecido,7,"R$ 5,06","R$ 1,51","R$ 0,00","R$ 3,55"
Taunt: Orderly Chaos,Desconhecido,Desconhecido,Desconhecido,5,"R$ 5,08","R$ 1,56","R$ 0,00","R$ 3,52"
Infused Wings of Unfettered Malevolence,Desconhecido,Desconhecido,Desconhecido,1,"R$ 3,56","R$ 0,07","R$ 0,00","R$ 3,49"
Inscribed Iceflight Edifice,Desconhecido,Desconhecido,Desconhecido,1,"R$ 3,49","R$ 0,00","R$ 0,00","R$ 3,49"
Taunt: Do the Robot!,Desconhecido,Desconhecido,Desconhecido,5,"R$ 4,66","R$ 1,18","R$ 0,00","R$ 3,48"
Serac the Seal,Desconhecido,Desconhecido,Desconhecido,1,"R$ 3,58","R$ 0,10","R$ 0,00","R$ 3,48"
Legacy of a Lost Age - Stegaboar,Desconhecido,Desconhecido,Desconhecido,1,"R$ 3,46","R$ 0,00","R$ 0,00","R$ 3,46"
B.U.S.T.E.R,Desconhecido,Desconhecido,Desconhecido,7,"R$ 4,43","R$ 0,98","R$ 0,00","R$ 3,45"
Staff of the Rambling Fatebender,Desconhecido,Desconhecido,Desconhecido,2,"R$ 5,70","R$ 2,27","R$ 0,00","R$ 3,43"
Eye of Omoz,Desconhecido,Desconhecido,Desconhecido,1,"R$ 3,60","R$ 0,18","R$ 0,00","R$ 3,42"
Span of Black Nihility,Desconhecido,Desconhecido,Desconhecido,1,"R$ 3,60","R$ 0,18","R$ 0,00","R$ 3,42"
Heavy Tenderizer,Desconhecido,Desconhecido,Desconhecido,1,"R$ 3,38","R$ 0,00","R$ 0,00","R$ 3,38"
Inscribed Maraxiform's Fate,Desconhecido,Desconhecido,Desconhecido,2,"R$ 3,37","R$ 0,00","R$ 0,00","R$ 3,37"
Paragon's Poise,Desconhecido,Desconhecido,Desconhecido,2,"R$ 3,36","R$ 0,00","R$ 0,00","R$ 3,36"
Wrap of the Shifting Sorcerer,Desconhecido,Desconhecido,Desconhecido,1,"R$ 3,51","R$ 0,18","R$ 0,00","R$ 3,33"
Algid Legacy,Desconhecido,Desconhecido,Desconhecido,2,"R$ 3,42","R$ 0,09","R$ 0,00","R$ 3,33"
Hunger of the Howling Wilds Head,Desconhecido,Desconhecido,Desconhecido,2,"R$ 3,91","R$ 0,60","R$ 0,00","R$ 3,31"
Whisper at the Temple Gates,Desconhecido,Desconhecido,Desconhecido,1,"R$ 3,30","R$ 0,00","R$ 0,00","R$ 3,30"
Acid Hydra Cursor Pack,Desconhecido,Desconhecido,Desconhecido,3,"R$ 3,36","R$ 0,07","R$ 0,00","R$ 3,29"
Victorious Fighting Scoundrel,Desconhecido,Desconhecido,Desconhecido,2,"R$ 8,98","R$ 5,69","R$ 0,00","R$ 3,29"
Oaths of the Dragonborn Wing,Desconhecido,Desconhecido,Desconhecido,1,"R$ 3,24","R$ 0,00","R$ 0,00","R$ 3,24"
Tail of the Equilibrium,Desconhecido,Desconhecido,Desconhecido,1,"R$ 3,23","R$ 0,00","R$ 0,00","R$ 3,23"
Crown of the Condor - Back,Desconhecido,Desconhecido,Desconhecido,2,"R$ 3,21","R$ 0,00","R$ 0,00","R$ 3,21"
Snotty,Desconhecido,Desconhecido,Desconhecido,6,"R$ 3,24","R$ 0,04","R$ 0,00","R$ 3,20"
Assassin's Edge,Desconhecido,Desconhecido,Desconhecido,8,"R$ 3,40","R$ 0,21","R$ 0,00","R$ 3,19"
Roost of the Winter Raven - Weapon,Desconhecido,Desconhecido,Desconhecido,1,"R$ 3,15","R$ 0,00","R$ 0,00","R$ 3,15"
Heir of Menace Shoulder,Desconhecido,Desconhecido,Desconhecido,1,"R$ 3,15","R$ 0,00","R$ 0,00","R$ 3,15"
Fetters of Omniscience of the Crimson Witness,Desconhecido,Desconhecido,Desconhecido,2,"R$ 3,10","R$ 0,00","R$ 0,00","R$ 3,10"
Taunt: Harsh Critique,Desconhecido,Desconhecido,Desconhecido,3,"R$ 3,10","R$ 0,03","R$ 0,00","R$ 3,07"
Heir of Menace Armor,Desconhecido,Desconhecido,Desconhecido,1,"R$ 3,06","R$ 0,00","R$ 0,00","R$ 3,06"
Announcer: The Stanley Parable,Desconhecido,Desconhecido,Desconhecido,1,"R$ 3,05","R$ 0,00","R$ 0,00","R$ 3,05"
Weapon of the Forgotten Plane,Desconhecido,Desconhecido,Desconhecido,2,"R$ 3,04","R$ 0,00","R$ 0,00","R$ 3,04"
Taunt: Do a Barrel Roll!,Desconhecido,Desconhecido,Desconhecido,4,"R$ 3,06","R$ 0,05","R$ 0,00","R$ 3,01"
Inscribed The Order of Cyprin,Desconhecido,Desconhecido,Desconhecido,2,"R$ 3,04","R$ 0,03","R$ 0,00","R$ 3,01"
Gold Vasilisa Talent Sticker - TI 2025,Desconhecido,Desconhecido,Desconhecido,1,"R$ 3,01","R$ 0,00","R$ 0,00","R$ 3,01"
Floe's Tower Ward,Desconhecido,Desconhecido,Desconhecido,2,"R$ 3,07","R$ 0,07","R$ 0,00","R$ 3,00"
Rampant Outrage,Desconhecido,Desconhecido,Desconhecido,4,"R$ 3,70","R$ 0,71","R$ 0,00","R$ 2,99"
Vise of Creation,Desconhecido,Desconhecido,Desconhecido,6,"R$ 3,03","R$ 0,04","R$ 0,00","R$ 2,99"
Span of the Temple of the Fallen Sun,Desconhecido,Desconhecido,Desconhecido,1,"R$ 2,97","R$ 0,00","R$ 0,00","R$ 2,97"
Stuntwood Symbiont,Desconhecido,Desconhecido,Desconhecido,6,"R$ 4,08","R$ 1,14","R$ 0,00","R$ 2,94"
Thundergod's Bare Chest,Desconhecido,Desconhecido,Desconhecido,3,"R$ 3,90","R$ 0,99","R$ 0,00","R$ 2,91"
Taunt: Backstroke!,Desconhecido,Desconhecido,Desconhecido,5,"R$ 3,95","R$ 1,05","R$ 0,00","R$ 2,90"
Treasure Upgrade Infuser - Winter 2016,Desconhecido,Desconhecido,Desconhecido,1,"R$ 3,26","R$ 0,38","R$ 0,00","R$ 2,88"
Crownfall Treasure II,Desconhecido,Desconhecido,Desconhecido,1,"R$ 2,87","R$ 0,00","R$ 0,00","R$ 2,87"
Taunt: Bristlebeat Breakdown,Desconhecido,Desconhecido,Desconhecido,5,"R$ 2,86","R$ 0,02","R$ 0,00","R$ 2,84"
Chalice of Ix'yxa,Desconhecido,Desconhecido,Desconhecido,5,"R$ 2,86","R$ 0,04","R$ 0,00","R$ 2,82"
Maraxiform's Fallen,Desconhecido,Desconhecido,Desconhecido,7,"R$ 3,97","R$ 1,16","R$ 0,00","R$ 2,81"
Ghastly Nocturne,Desconhecido,Desconhecido,Desconhecido,7,"R$ 3,84","R$ 1,04","R$ 0,00","R$ 2,80"
Inscribed Judgement of the Fallen,Desconhecido,Desconhecido,Desconhecido,1,"R$ 2,85","R$ 0,06","R$ 0,00","R$ 2,79"
Potion Potentate,Desconhecido,Desconhecido,Desconhecido,4,"R$ 2,79","R$ 0,01","R$ 0,00","R$ 2,78"
Genuine DAC 2015 Mirana Cursor Pack,Desconhecido,Desconhecido,Desconhecido,2,"R$ 2,78","R$ 0,00","R$ 0,00","R$ 2,78"
Effigy Block of The International 2016,Desconhecido,Desconhecido,Desconhecido,1,"R$ 2,77","R$ 0,00","R$ 0,00","R$ 2,77"
Hide of the Crystal Drift,Desconhecido,Desconhecido,Desconhecido,3,"R$ 2,85","R$ 0,10","R$ 0,00","R$ 2,75"
Aurora's Pyre,Desconhecido,Desconhecido,Desconhecido,2,"R$ 2,74","R$ 0,00","R$ 0,00","R$ 2,74"
Taunt: Unhidden Talents,Desconhecido,Desconhecido,Desconhecido,3,"R$ 3,42","R$ 0,68","R$ 0,00","R$ 2,74"
Heroes Within Music Pack,Desconhecido,Desconhecido,Desconhecido,2,"R$ 3,05","R$ 0,33","R$ 0,00","R$ 2,72"
Prophecies of Pavo,Desconhecido,Desconhecido,Desconhecido,1,"R$ 2,71","R$ 0,00","R$ 0,00","R$ 2,71"
Whispers of the Damned Pauldrons,Desconhecido,Desconhecido,Desconhecido,1,"R$ 2,70","R$ 0,00","R$ 0,00","R$ 2,70"
Attunements of the Ornate,Desconhecido,Desconhecido,Desconhecido,2,"R$ 2,70","R$ 0,00","R$ 0,00","R$ 2,70"
King Kringle Shoulder,Desconhecido,Desconhecido,Desconhecido,1,"R$ 2,70","R$ 0,03","R$ 0,00","R$ 2,67"
Pachyderm Powderwagon Sign,Desconhecido,Desconhecido,Desconhecido,2,"R$ 2,88","R$ 0,21","R$ 0,00","R$ 2,67"
Ghillied Gunman Sniper Rifle,Desconhecido,Desconhecido,Desconhecido,2,"R$ 2,66","R$ 0,00","R$ 0,00","R$ 2,66"
Taunt: Pop the Question,Desconhecido,Desconhecido,Desconhecido,3,"R$ 2,70","R$ 0,05","R$ 0,00","R$ 2,65"
Inscribed Blastforge Exhaler,Desconhecido,Desconhecido,Desconhecido,1,"R$ 2,67","R$ 0,03","R$ 0,00","R$ 2,64"
Taunt:  Pleasant Distraction,Desconhecido,Desconhecido,Desconhecido,4,"R$ 3,04","R$ 0,40","R$ 0,00","R$ 2,64"
Blade of Prismatic Grace,Desconhecido,Desconhecido,Desconhecido,1,"R$ 2,62","R$ 0,00","R$ 0,00","R$ 2,62"
Lycosidae's Spiderling,Desconhecido,Desconhecido,Desconhecido,5,"R$ 3,27","R$ 0,66","R$ 0,00","R$ 2,61"
Whispering Wings - Shoulder,Desconhecido,Desconhecido,Desconhecido,2,"R$ 3,16","R$ 0,56","R$ 0,00","R$ 2,60"
Inscribed Maraxiform's Ire,Desconhecido,Desconhecido,Desconhecido,2,"R$ 2,60","R$ 0,00","R$ 0,00","R$ 2,60"
Mercurial's Call,Desconhecido,Desconhecido,Desconhecido,4,"R$ 2,69","R$ 0,09","R$ 0,00","R$ 2,60"
Infused Diadem of the Elder Myth,Desconhecido,Desconhecido,Desconhecido,1,"R$ 2,64","R$ 0,05","R$ 0,00","R$ 2,59"
Taunt: Cat Wrangler,Desconhecido,Desconhecido,Desconhecido,4,"R$ 3,56","R$ 1,00","R$ 0,00","R$ 2,56"
Bladeform Legacy - Mask,Desconhecido,Desconhecido,Desconhecido,1,"R$ 2,52","R$ 0,00","R$ 0,00","R$ 2,52"
Master Chocobo,Desconhecido,Desconhecido,Desconhecido,1,"R$ 2,52","R$ 0,00","R$ 0,00","R$ 2,52"
Helm of the Winged Sentinel,Desconhecido,Desconhecido,Desconhecido,4,"R$ 3,23","R$ 0,71","R$ 0,00","R$ 2,52"
Pale Edge,Desconhecido,Desconhecido,Desconhecido,1,"R$ 13,95","R$ 11,45","R$ 0,00","R$ 2,50"
Molten Bore,Desconhecido,Desconhecido,Desconhecido,4,"R$ 2,76","R$ 0,28","R$ 0,00","R$ 2,48"
Inscribed The Barren Vector,Desconhecido,Desconhecido,Desconhecido,1,"R$ 2,48","R$ 0,00","R$ 0,00","R$ 2,48"
Belt of the King Restored,Desconhecido,Desconhecido,Desconhecido,2,"R$ 4,00","R$ 1,52","R$ 0,00","R$ 2,48"
Inscribed Slumbering Terror,Desconhecido,Desconhecido,Desconhecido,1,"R$ 2,49","R$ 0,02","R$ 0,00","R$ 2,47"
Taunt: Advanced Bladework,Desconhecido,Desconhecido,Desconhecido,1,"R$ 2,47","R$ 0,00","R$ 0,00","R$ 2,47"
Prominence,Desconhecido,Desconhecido,Desconhecido,9,"R$ 2,53","R$ 0,07","R$ 0,00","R$ 2,46"
Taunt: Creep Creations,Desconhecido,Desconhecido,Desconhecido,4,"R$ 3,45","R$ 1,00","R$ 0,00","R$ 2,45"
Golden Sullen Strands,Desconhecido,Desconhecido,Desconhecido,3,"R$ 3,01","R$ 0,59","R$ 0,00","R$ 2,42"
Infused Helm of the Dark Moon Stalkerl,Desconhecido,Desconhecido,Desconhecido,1,"R$ 37,96","R$ 35,54","R$ 0,00","R$ 2,42"
Blood Raven,Desconhecido,Desconhecido,Desconhecido,4,"R$ 2,41","R$ 0,00","R$ 0,00","R$ 2,41"
Scarlet Quarry,Desconhecido,Desconhecido,Desconhecido,1,"R$ 2,41","R$ 0,00","R$ 0,00","R$ 2,41"
Discipline of the Dark Star Head,Desconhecido,Desconhecido,Desconhecido,1,"R$ 2,40","R$ 0,00","R$ 0,00","R$ 2,40"
Cape of Zebulon,Desconhecido,Desconhecido,Desconhecido,1,"R$ 2,39","R$ 0,00","R$ 0,00","R$ 2,39"
Genuine Dota 2 Asia Championship HUD,Desconhecido,Desconhecido,Desconhecido,3,"R$ 2,46","R$ 0,07","R$ 0,00","R$ 2,39"
Pantaloons of the Bladekeeper,Desconhecido,Desconhecido,Desconhecido,2,"R$ 2,43","R$ 0,05","R$ 0,00","R$ 2,38"
Taunt: The Inner Dark,Desconhecido,Desconhecido,Desconhecido,2,"R$ 2,47","R$ 0,09","R$ 0,00","R$ 2,38"
